"Project","Text","SDG","Target"
"P093775","meet eu nitrates directive initial localities designated nitrate vulnerable zones nvzs data sources nitrate pollution primarily livestock waste fertilizers soil characteristics determine movement nitrates water bodies","SDG 12","SDG 12.4"
"P093775","promote institutional sustainability project build capacity ministry environment water management ministry agriculture rural development national administration romanian waters water basin directorates county councils communes relevant national institutions prepare implement measures eu nitrates directive absorb eu funds investments accession","SDG 2","SDG 2.a"
"P093775","pursue objective project assists increasing investment capital sector financing farm offfarm investments poor segments rural population access credit","SDG 17","SDG 17.5"
"P093775","target counties selected pre appraisal basis nvzs water basin","SDG 6","SDG 6.4"
"P093775","tariff change practices regimes collection services special elderly","SDG 17","SDG 17.5"
"P093775","tariffs animal household waste collection previous interventions vary household depending type waste collection system applied communes similar socioeconomic profiles affordable","SDG 12","SDG 12.4"
"P093775","technology infrastructure cash surplusldqficit","SDG 17","SDG 17.8"
"P093775","terms trade index ape","SDG 17","SDG 17.10"
"P093775","action plans expected include range measures reduce nutrient discharge bring nitrate levels surface groundwater acceptable concentrations","SDG 17","SDG 17.19"
"P093775","action plans expected include range measures reduce nutrient discharge bring nitrate levels surface groundwater acceptable concentrations","SDG 17","SDG 17.19"
"P093775","affordability tariffs judged factors age structure poverty rates employment rates","SDG 1","SDG 1.1"
"P093775","age structure relevant factor elderly fewer resources compared age age influences voluntary participation proposed services implemented","SDG 1","SDG 1.4"
"P093775","aim consolidate support environment acquis elements single programmatic approach achieve synergies shared capacities implementation fiduciary aspects manage administrative costs","SDG 17","SDG 17.19"
"P093775","aim attract external eu financing investments priority communes impact transboundary waters total studies funded","SDG 6","SDG 6.4"
"P093775","amount degraded land commune varies water bodies buffer strips reduce nutrient discharge","SDG 15","SDG 15.3"
"P093775","analysis focused determining reductions nutrients leakage environment achieved result improved manure management agricultural practices including afforestation nutrient grazing management crop rotations vegetation strips","SDG 2","SDG 2.b"
"P093775","apcp represents bank gefs earliest efforts mainstream environment nutrient reduction considerations agriculture served pilot romania countries basins replicated similar interventions","SDG 2","SDG 2.b"
"P093775","approved annual budgets entered accounting systems periodic comparison actual results interim reporting","SDG 16","SDG 16.10"
"P093775","hectares planted andor rehabilitated estimated","SDG 2","SDG 2.5"
"P093775","availability gef funds continue romania address nutrient reduction challenge catalytic request ibrd lending world bank national level scaleup initial gef investment","SDG 17","SDG 17.5"
"P093775","bank considerable experience projects related reduction management nutrient pollution agriculture poland black sea region east asia played role promoting exchange practices countries danubeblack sea strategic partnership program","SDG 14","SDG 14.1"
"P093775","baseline scenario includes activities promote romanias efforts improving waters black sea proposed gef support","SDG 6","SDG 6.4"
"P093775","behavioral change community level measured compound index including elements improved waste management practices adopted households livestock ii application nutrient reduction measures code agricultural practices","SDG 2","SDG 2.b"
"P093775","borrower developed draft procurement plan basis procurement methods","SDG 16","SDG 16.8"
"P096124","informal tenancy arrangements involving land owned families emigrated common actual cultivated larger owned family","SDG 15","SDG 15.3"
"P096124","agricultural land haat low productivity land fragmented unviable holdings functioning land market highway river migrated haat alternative houses land strong thdc acquire land houses households provided compensation equivalent days minimum agricultural wages inr day period provide supplementary income replanted fodder trees vacant government forest van panchayat land matured","SDG 2","SDG 2.b"
"P096124","revenue increased times rs crore fy rs crore fy net income increased times rs crore fy rs crore fy","SDG 10","SDG 10.1"
"P096124","thdc outperformed targets agreed mop availability plant","SDG 2","SDG 2.5"
"P096124","site level information dissemination site public communications qualified pr person thdc set project recruited posted information center site site office stocked ongoing focus relevant strengthening pic informationdocumentation frontline vehicle project addresses information sharing queries raised addressing thdc retained local concernsissues raised ngo facilitate ongoing paps communications consultations web projectaffected people vphep pages project staff includes corporate website staff pr functional upgraded stream","SDG 17","SDG 17.17"
"P096124","sjvnl bank originally partnered mw nathpa jhakri hydro electric project","SDG 7","SDG 7.1"
"P096124","soil moisture conservation selected microwatersheds include vegetative check dams gully plugging stone check dams cratewire check dams spurs percolation tanks","SDG 15","SDG 15.3"
"P096124","formal consultation sessions projectwide public meetings including statutory public hearings environmental clearance process meetings focused environment issues innumerable informal meetings projectaffected persons held","SDG 17","SDG 17.17"
"P096124","spillway energy dissipation structures optimal utilization head water streams joining river site ogee spillway vertical gates proposed design peak maximum flood msecond","SDG 6","SDG 6.4"
"P096124","steel girder bridge birahi trt outlet approach road nh project colony main access tunnel powerhouse cavern surge shaft","SDG 3","SDG 3.6"
"P096124","steel girder bridge haat approach road nh main access tunnel powerhouse cavern","SDG 3","SDG 3.6"
"P096124","subsequently thdc commissioned additional studies terrestrial biodiversity managed river flows archeology enhance original analysis","SDG 15","SDG 15.9"
"P096124","community forests managed management committee elected user headed sarpanch elected village head","SDG 15","SDG 15.b"
"P096124","compensation planned fish management plan included emp consultation agreement fisheries department","SDG 14","SDG 14.4"
"P096124","developments require empowerment board directors investment decisions company","SDG 17","SDG 17.5"
"P096124","summary environmental impacts mitigation measures detailed investigations related biotic abiotic resources current status impacts project activities conducted environmental assessment","SDG 16","SDG 16.1"
"P096124","supplementary bills raised beneficiaries extra amounts information","SDG 16","SDG 16.10"
"P096124","sustainability","SDG 12","SDG 12.8"
"P096124","table overview risks faced vphep mitigation measures undertaken planned thdc bank team","SDG 13","SDG 13.a"
"P096124","table budget implementation environmental management plan environment description activities proposed budget management inr subplans million biodiversity development herbal garden compensatory afforestation roadside management plantation wildlife protection catchment forestry soil moisture conservation wildlife management village treatment plan level development livelihood support income generation activities alternate energy support local communities fisheries management propagation renovation support village microwatershed level planning training capacity building exposure visits implementation management support","SDG 13","SDG 13.b"
"P096124","table economic valuation additional energy proxy economic availability based tariff lean season winter ui rate rs kwh wet season summer ui rate rs kwh willingness pay rs kwh prices coping cost unserved energy rs kwh","SDG 7","SDG 7.a"
"P096124","table entitlement matrix paf severity lossimpact mitigation measures category pafs agricultural land option acquired","SDG 2","SDG 2.b"
"P096124","table key governance risks mitigation steps risk description mitigation steps actions timeline status level risk level residual risk project level risks technical design inaccuracy preparation geotechnical baseline gbr prepared incompleteness report gbr gather bestpossible oversight international survey geological geotechnical information expert included bid investigations understand manage geological documents main epc consequent difficulty risks contract accurately defining execution sediment handling sediment handling technical optimization study identify optimal optimization study completed specifications technical parameters sediment participation bid documents handling international indian assessing project costs training core technical experts project completion time formation project review panel recommendations including dam safety consisting incorporated design lead training provided rock numerous indian international experts mechanicsgeotechnical variations delays aspects hydropower execution stage residual risk hydropower projects himalayas inherently projects rocscience costs","SDG 13","SDG 13.a"
"P096124","table categories project affected families pafs thdcs rr policy based severity loss","SDG 11","SDG 11.5"
"P096124","tariff central power sector utilities india determined tariff regulations central electricity regulatory commission cerc issued time time valid specific time frame","SDG 7","SDG 7.1"
"P096124","tbm environmental advantages blasting ii minimum disturbance surrounding rock strata iii minimal impacts local ecology environment iv considerable reduction noise dust air pollution compared drill blast methods fine muck output drilling operation easier dispose rehabilitate","SDG 12","SDG 12.4"
"P096124","technical assistance based thdcs corporate plan strategy capacitybuilding institutional strengthening cbis build thdcs ongoing human resources development program specific training initiatives launched policy human resources development phrd grant project preparation provided government japan","SDG 6","SDG 6.a"
"P096124","technical output indicators derived statistics project performance collected design construction activities","SDG 17","SDG 17.19"
"P096124","technical sedimentation sediment load thdc carried sediment handling study substantial alaknanda erode optimize configuration sediment handling risk factors description risk rating mitigation measures rating risk residual risk turbine runners arrangements","SDG 13","SDG 13.a"
"P096124","technical himalayas geologically unstable mountains poses unique challenges hydropower development region","SDG 15","SDG 15.4"
"P096124","tehri hydro development corporation","SDG 16","SDG 16.8"
"P096124","tehri stage koteshwar hep units projects construction remaining units koteshwar hep tehri psp vishnugad pipalkoti hep projects stages development maleri jhelum hep jhelum tamak hep dhukwan hep uttarakhand","SDG 16","SDG 16.8"
"P096124","terms reference thirdparty monitors developed thdc plans start concurrently implementation project","SDG 11","SDG 11.a"
"P096124","thdc agreed acquire additional land recognition disproportionate impact village land acquisition construction disturbance powerhouse switchyard surge shaft access roads","SDG 9","SDG 9.b"
"P096124","thdc bank cognizance factor ensure effective credible twoway channels communications set vphep project authorities stakeholders focusing projectaffected people","SDG 10","SDG 10.7"
"P096124","thdc developer vphep responsible project implementation operation support catchment treatment land acquisition rr compensation basis agreement government uttarakhand","SDG 15","SDG 15.3"
"P096124","thdc corporate website web dissemination conducted relevant documents information project establish systematic posted thdcs website streamlined process content management focus content corporate website generation upgraded user information flows friendly","SDG 16","SDG 16.10"
"P096124","thdc instituting definite time frame response action enhance accountability","SDG 16","SDG 16.6"
"P096124","thdc environmental mitigation plan equity contribution","SDG 13","SDG 13.a"
"P096124","thdc single stage envelope system bidding","SDG 16","SDG 16.10"
"P096124","thdc adopted corporate environmental mission statement environmental policies stress develop adequate longterm capacity manage environmental aspects projects","SDG 17","SDG 17.19"
"P096124","thdc adopted environment policy based existing country systems","SDG 16","SDG 16.10"
"P096124","thdc identified relevant risk factors developed risk management manual approved board","SDG 7","SDG 7.b"
"P096124","thdc developed bylaws grievance redressal cell","SDG 16","SDG 16.8"
"P096124","thdc posted trained public relations officer site handle stakeholder communications project level","SDG 16","SDG 16.1"
"P096124","thdc range creative information aids disseminate information project local villagers","SDG 16","SDG 16.10"
"P096124","thdc deployed social mitigation team comprising senior manager manager social workers contracted reputed regional ngo assist interface communities project thdc implementation resettlement action plan rap planning implementation local development activities","SDG 11","SDG 11.a"
"P096124","thdc designated public information officers posted particulars rti website relevant company information","SDG 17","SDG 17.17"
"P096124","thdc developed projectspecific resettlement rehabilitation rr policy requirements national resettlement rehabilitation policy nrrp resettlement action plan rap establishes compliance op","SDG 17","SDG 17.13"
"P096124","thdc developed expertise operation tehri dam running power plant profitably","SDG 2","SDG 2.5"
"P096124","thdc engaged ngo facilitate implementation rap system functional","SDG 16","SDG 16.10"
"P096124","thdc launched environmental capacitybuilding program collaboration regional garhwal university srinagar uttarakhand","SDG 6","SDG 6.a"
"P096124","thdc plans recruit gm internal audit proposes address independence aspect guidance audit committee due","SDG 11","SDG 11.a"
"P096124","thdc prepared comprehensive monitoring evaluation reporting system vphep operations manual","SDG 16","SDG 16.10"
"P096124","thdc governments budgeting reporting requirements current systems geared meeting requirements","SDG 16","SDG 16.10"
"P096124","thdc actions preparation project appointment independent directors board thdc constitution audit committee independent directors defined scope coverage conversion public limited company initiating actions strengthen internal audit function develop capabilities defined manuals guidelines","SDG 9","SDG 9.5"
"P096124","thdc undertaken internal diagnostic exercise evaluate inhouse capacities compared organizations goals arrive idea competencies thdc augment acquire additional recruitment training outsourcing route","SDG 9","SDG 9.b"
"P096124","thdc defined accounting policies procedures line requirements national standards accounting india revenue recognition construction accounting treatment expenditure construction fixed assets grantsin aid booking expenditures valuation inventories investments","SDG 17","SDG 17.5"
"P096124","thdc india limited thdc joint venture goi goup development construction operation maintenance hydro electric projects set july private limited company","SDG 17","SDG 17.17"
"P096124","thdc planning retain professional firm handle corporatelevel public relations communications wider audiences","SDG 16","SDG 16.1"
"P096124","thdc setting hydropower institute tehri","SDG 16","SDG 16.6"
"P096124","thdc taking measures enhance qualifications employees enrolling technical project management trainings courses","SDG 17","SDG 17.19"
"P096124","thdc provide fiduciary assurance ibrd proper efficient loan proceeds","SDG 7","SDG 7.3"
"P096124","thdc started earning revenues fy project tehri stage includes tehri dam tehri hydro power plant hpp operational started commercial production","SDG 2","SDG 2.5"
"P096124","thdc incorporated develop operate maintain tehri hydro power complex hydro projects","SDG 16","SDG 16.8"
"P096124","thdc provide kwh free electricity month period affected households","SDG 7","SDG 7.1"
"P096124","thdc provide kwh free electricity month vphep period affected households","SDG 7","SDG 7.1"
"P096124","thdc responsible project implementation operation support catchment treatment land acquisition rr compensation relevant agencies gouk basis memorandum understanding signed implementation agreement signed","SDG 15","SDG 15.3"
"P096124","thdc initiate discussion forest department sign agreement effective implementation regular joint monitoring participation local communities","SDG 15","SDG 15.b"
"P096124","thdcs management recognizes adapt thrive increasingly competitive power market company acquire skills expertise enhance existing core competencies","SDG 13","SDG 13.1"
"P096124","thdcs systems equipped generate iufrs report project costs agreed formats","SDG 16","SDG 16.10"
"P096124","abt lower bound estimation welfare additional energy generated vphep techniques result economic returns","SDG 9","SDG 9.b"
"P096124","acquisition private land affects families villages families remaining projectaffected villages lose access government forestgrazing andor van panchayat land","SDG 17","SDG 17.17"
"P096124","acquisition private land affects villages remaining projectaffected villages lose access government forestgrazing andor van panchayat land","SDG 17","SDG 17.17"
"P096124","act requires public authority designate required public information officers administrative units offices publish particulars officers provide information persons requesting act","SDG 17","SDG 17.17"
"P096124","activities bids commence verification bid security decision late bid receipts corporate contracts department association engineering finance departments","SDG 16","SDG 16.7"
"P096124","agreed focus plan development human resources management systems human resources cover staffing training incentives retention succession planning management systems address tools mechanisms strengthen company functions policies procedures organization structure information management risk assessment performance management","SDG 11","SDG 11.a"
"P096124","alignment tunnel crossed perennial ephemeral drains rivulet maina nadi inflow stream intersects tunnel km downstream diversion dam","SDG 2","SDG 2.5"
"P096124","application banks safeguard policies measures ensure compliance applicable safeguard policies detailed annex","SDG 17","SDG 17.13"
"P096124","applications dot net technology rdbms oracle","SDG 17","SDG 17.8"
"P096124","approach road pipalkoti adit portal rivulet maina nadi designed provide additional benefits nearby western bank village communities tenduli math guniyala","SDG 3","SDG 3.6"
"P096124","surface powerhouse complex constructed sparsely vegetated degraded forests floral species found common occurrence","SDG 15","SDG 15.8"
"P096124","india rich hydroresources poorest country backward linkages offer huge possibilities regional development poverty alleviation hydropower means clean affordable power","SDG 1","SDG 1.1"
"P096124","assessment projects impact kwls suggests significant impacts acquisition land sanctuary major project infrastructure powerhouse headrace tunnel underground tunnelboring machine minimal disturbance geological soil strata","SDG 15","SDG 15.3"
"P096124","average annual capita consumption electricity access kwh world average kwh","SDG 7","SDG 7.1"
"P096124","balance data supplied thdc accordance planned schedule activities","SDG 16","SDG 16.10"
"P096124","bank engaged deeply thdc preparation phase helped augment companys capacity handle aspects hydropower development","SDG 17","SDG 17.19"
"P096124","bank engage series workshops training thdc contract management stages implementation sediment handling sediment load himalayan rivers intractable operational hydropower plants operating rivers","SDG 2","SDG 2.5"
"P096124","bankfunded components construction vishnugad pipalkoti hydro electric project million bankfunded portion ii technical assistance capacity building institutional strengthening thdc million bankfunded portion","SDG 16","SDG 16.6"
"P096124","banks analysis short term gap supply demand physical terms impact price elasticity demand continue grow significant pace loss reduction enhanced efficiency gains","SDG 7","SDG 7.3"
"P096481","project development objective key indicators","SDG 17","SDG 17.19"
"P096481","project monitoring include performance indicators participating utilities international benchmarking network methodology ibnet","SDG 17","SDG 17.19"
"P096481","public disclosure regular benchmarking cse performance efficiency improve cse employee performance enterprise operations increase efficiency raise payment collection decrease costs losses","SDG 8","SDG 8.3"
"P096481","safeguard policies safeguard policies triggered project environmental assessment opbp","SDG 17","SDG 17.13"
"P096481","qualify investment funding component municipalities received positive opinion borrowing","SDG 17","SDG 17.5"
"P096481","annex borrowing preconditions municipalities based public debt law ministry finance guidelines","SDG 17","SDG 17.4"
"P096481","annex preconditions municipalities borrow based public debt law ministry finance guidelines","SDG 17","SDG 17.4"
"P096481","service providers accountable consumers political considerations frequently drive decisionmaking sound business principles consumer responsiveness economic efficiency","SDG 7","SDG 7.3"
"P096481","service providers accountability consumers decisionmaking driven political considerations principles sound business management consumerresponsiveness economic efficiency","SDG 7","SDG 7.3"
"P096481","reported unemployment rate declined remains south eastern europe excluding kosovo","SDG 17","SDG 17.6"
"P096481","social protection ecshd specialist aniruddha dasgupta peer reviewer adviser mdw patricia annez peer reviewer urban advisor feu bank funds expended date project preparation","SDG 1","SDG 1.3"
"P096481","municipalities inherited debts previous administrations prior decentralization unable assume borrowings","SDG 17","SDG 17.4"
"P096481","percent respondents earn mkd month increased tariffs essential services water sewerage solid waste removal considerable burden","SDG 6","SDG 6.4"
"P096481","percent respondents supported idea providing welfare recipients om free water month","SDG 6","SDG 6.4"
"P096481","subprojects require temporary access land possibly land acquisition","SDG 15","SDG 15.3"
"P096481","specifically percent surveyed households afford percent tariff increase water supply wastewater percent tariff increase supported percent households","SDG 6","SDG 6.1"
"P096481","audit institution low","SDG 16","SDG 16.6"
"P096481","structural introduced municipalities cses ready improve service delivery customers reduce direct indirect negative impacts citizens national local taxpayers","SDG 16","SDG 16.7"
"P096481","subprojects expected revenuegenerating costsaving investments","SDG 17","SDG 17.5"
"P096481","subprojects include water sanitation services finance civil equipment consulting services rehabilitate water sanitation services including source consumption metering leak detection repair network rehabilitation optimization pressure zoning equipment operations urgent rehabilitation repair selected sewers sewer maintenance equipment pipe replacement ii solid waste management finance collection infrastructure support equipment collection bins support vehicles related equipment consulting services limited extent civil equipment upgrade existing disposal sites meet minimum sanitary standards iii revenuegenerating costsaving investments finance civil equipment related consulting services upgrading andor expanding services facilities responsibility municipalities public lighting storm water drainage systems urban transport systems green markets insulation public buildings lower energy consumption enhance efficiency","SDG 6","SDG 6.2"
"P096481","successive governments macedonia pursuing economic reforms successfully preserved macroeconomic stability","SDG 17","SDG 17.13"
"P096481","support institutional strengthening zels million improve water supply municipality ebrd municipal environment million fy water supply improvement action program national finance municipalities kfw water sewerage million fy ensure sustainable affordable programme supply drinking water selected municipalities","SDG 6","SDG 6.2"
"P096481","support national policy strategy","SDG 17","SDG 17.13"
"P096481","sustainability","SDG 12","SDG 12.8"
"P096481","table summary risk assessment description risk ratinga mitigation measures ratingaof risk residual risk municipalities lack experience project procurement handled capacity handle procurement pmu municipalities participation","SDG 17","SDG 17.19"
"P096481","takeup investment loans low due municipalities moderate inadequate creditworthiness municipalities receiving approvals borrow leading low participation slow disbursements carehlly monitored implementation","SDG 17","SDG 17.5"
"P096481","process underway significant challenges remain improve public procurement legislation supplementary regulations rules procedures standard bidding documents procurement capacity building control public procurement complaints mechanism interaction institutions","SDG 17","SDG 17.17"
"P096481","process underway significant challenges remain improve public procurement legislation supplementary regulations rules procedures standard bidding documents procurement capacity building control public procurement complaints mechanism interaction institutions","SDG 17","SDG 17.17"
"P096532","repairs eiectric wiring system generator required lighting outlet tunnel","SDG 16","SDG 16.10"
"P096532","replacementsof thirteen stand pipe pezometers surface movement damaged nionunmts twa vnotch electric wring systm weirs stand ppe damaged piezometers generator required lighting outlet tuw","SDG 7","SDG 7.1"
"P096532","report id project appraisal proposed amount million republic indonesia dam operational improvement safety project doisp february rural development natural resources environment sector unit sustainable development department east asia pacific region document restricted distribution recipients performance official duties","SDG 12","SDG 12.2"
"P096532","report assessment safety indonesian dams volumes research center water resources bandung indonesian","SDG 6","SDG 6.4"
"P096532","research center water resources bandung indonesian","SDG 6","SDG 6.4"
"P096532","reservoir capacity indonesia capita china south america europe middle east australia rest asia excl","SDG 17","SDG 17.6"
"P096532","reservoir capacity indonesia capita china south america europe africa east australia rest asia excl","SDG 17","SDG 17.6"
"P096532","reservoir catchment treatment facilitated presidential establishment national movement protect water gnkpa led mpw task force ministries forestry environment start addressing catchment protection weakness national capacity dam management regulation","SDG 6","SDG 6.4"
"P096532","reservoir protection preservation implemented establishing managing water source vegetative civil engineering protection adopting approach sensitive local communities social economic cultural conditions","SDG 1","SDG 1.3"
"P096532","reservoir sedimentation mitigation base cost million conduct surveys community participatory programs local communities protect upstream catchments","SDG 1","SDG 1.3"
"P096532","reservoir sedimentation mitigation iv safety improvement project management","SDG 13","SDG 13.a"
"P096532","reservoirs ensure annual harvests dry season irrigating public upland irrigation million ha raising rural incomes stabilizing food prices","SDG 12","SDG 12.3"
"P096532","reservoirs ensure ndand annual harvests dry season irrigating public irrigation million ha raising rural incomes stabilizing food prices","SDG 12","SDG 12.3"
"P096532","risk analysis mitigation","SDG 13","SDG 13.a"
"P096532","risks community participation development type activities","SDG 6","SDG 6.b"
"P096532","rivers lakes reservoirs piu national dam safety assurance component dsudsc provision training bbws dinas piubws study investigationand design rehabilitation dam batutegi mesujiseputih jepara sekampung dinas pup lampung community participation reservoir management batutegi community participation watershed management batutegi sediment retaining river bank protection watershed piu bbws citarum study investigationand design implementationo instruments replacement jatiluhur piubbws study investigationand design rehabilitation dams darma cimanuk dinas pup west java community participation reservoir management setu patok piubbws study investigationand design rehabilitationo dams krisak gondang bengawan solo cengklik ketro kedung uling plumbon paca piu bws serayu study investigationand design rahabilitation dam wadas lintang opak sempor piu bbws pamali rehabilitation dams gembong penjalin cacaban tempuran nglangon juana piu dinas pup simo greneng sangeh malahayu community participation reservoir management cacaban gembong central java gunung rowo wadas lintang cengklik wonogiri malahayu ngancar parangjoho plumbon karangkates ngancar banyukuwung community participation watershed management wonogiri","SDG 6","SDG 6.6"
"P096532","cpmupws limited dedicated fm management staff manage project implementation staff capacity assignments","SDG 17","SDG 17.19"
"P096532","auditor agreed audit terms reference develop poor followup monitoring system ensure audit adequate followup action takes findings respect audit findings","SDG 16","SDG 16.10"
"P096532","safeguard policies safeguard policies triggered project environmental assessment opbp","SDG 17","SDG 17.13"
"P096532","safety evaluation aspects dam development management lead ministerial approval license","SDG 17","SDG 17.19"
"P096532","salient information procurement information audit reports disclosed means","SDG 16","SDG 16.10"
"P096532","bank cooperating develop countrys strategies mitigate climate change articulate policies invest infrastructure country time adapt reduce pronounced vulnerability","SDG 13","SDG 13.2"
"P096532","sedimentation caused offsite erosion upper watershed resulting debris wastage caused natural processes territory lies volcanic seismic zones mountainous unstable slopes deep lateritic soils inappropriate slope wall cuts roads inappropriate cultivation deforested bare slopes poor agroforestry techniques","SDG 15","SDG 15.3"
"P096532","seismic shocks believed play role gradual weakening dam structures dam failure incident found directly caused shocks","SDG 3","SDG 3.3"
"P096532","selection training provider institute university preceded comparison alternative providers","SDG 3","SDG 3.8"
"P096532","significantly land upstream watershed authority agency responsible water development mpw","SDG 6","SDG 6.4"
"P096532","similarly projects selected implementation manageable offer opportunity operational project procedures articulated finetuned","SDG 10","SDG 10.3"
"P096532","economic political crisis late indonesia undergone remarkable institutional transformations","SDG 10","SDG 10.6"
"P096532","ieg evaluations dgwr increased budgets dam safety structural staff","SDG 10","SDG 10.1"
"P096532","dams prematurely nearing economic life lost proportion reservoir capacity","SDG 17","SDG 17.19"
"P096532","dam reservoirs serve retain peak flood waters common natural disaster","SDG 6","SDG 6.4"
"P096532","dam reservoirs serve retain peak flood waters common natural disaster","SDG 6","SDG 6.4"
"P096532","reservoirs moderate eutrophication seasonal water hyacinth blooms cleared obstruct reservoir outlets","SDG 6","SDG 6.4"
"P096532","specific accounting procedures set project management manual pmm","SDG 10","SDG 10.6"
"P096532","strategic initiatives water resources java bappenas","SDG 6","SDG 6.4"
"P096532","subprojects located java west java central java yogyakarta east java ntb lampung east kalimantan south sulawesi","SDG 17","SDG 17.6"
"P096532","subprojects requiring subprojects emergency repair attract prevent major sources finding deterioration require negotiations imminent failure government organizations fisheries tourism pln","SDG 12","SDG 12.b"
"P096532","plans rolling multiyear plan time horizon updated based information acquired inspection assessment planning process integrate opportunities optimize increase performance terms capacity deliver bulk water supply mitigate floods dams reservoirs enhance sustainability economic lifetime","SDG 11","SDG 11.3"
"P096532","risk assessment portfolio management tools developed major dam agencies usa canada australia increasingly europe development application rational method calculate minimum financing dams","SDG 3","SDG 3.c"
"P096532","summary intervention program type public lands community lands offstream iregreening wood trees iregreening wood trees intervention protected forest iiterracing pedestrian roads program allowed production iiitraining agriculture forest land type managed practices perhutani ivinfiltration biopores instream igully plug iicheck dams groundsill iiiriver bank protection intervention provision inon agriculture activities trader iagriculture related activities intercrop cash grant handicraft economic related agriculture practices community activities iinon agriculture activities trader iireplication green kdp project handicrafi economic related activities activities iawareness campaign water conservation surrounding community iitraining improving related current livelihood iiiorganization management training","SDG 2","SDG 2.4"
"P096532","table principal tasks units unit director water resources dgwr jakarta","SDG 6","SDG 6.4"
"P096532","temporary restoration water supply months","SDG 6","SDG 6.4"
"P096532","activities doisp interfere alter water sediment quality stirring sediment sediment removal activities","SDG 6","SDG 6.4"
"P096532","activities require sustained guidance localdistrict government","SDG 12","SDG 12.8"
"P096532","assessment concluded successful implementation mitigation measures residual procurement risk expected moderate","SDG 13","SDG 13.a"
"P099270","surface drainage seasonal flash floods occur runoff waters erosion potential","SDG 6","SDG 6.4"
"P099270","surface water courses seasonal spring flash floods occur draining waters erosion potential","SDG 6","SDG 6.4"
"P099270","surveys carried international organizations conclude weak governance systemic corruption pose development challenge","SDG 16","SDG 16.10"
"P099270","sustainability","SDG 12","SDG 12.8"
"P099270","table critical projectrelated risk ratings risks mitigatio risk mitigation measures mitigatio pdo reversal government continuous policy dialogue commitment improving government project investment climate implementation reinforce benefits governance kazakhstan improved governance","SDG 13","SDG 13.2"
"P099270","table proposed remedies identified weaknesses lessons learned proposed remedy weak project includes study review options institutional strengthening committee improving condition capacity republican roads","SDG 16","SDG 16.6"
"P099270","table safeguard policies triggered project environmental assessment opbp","SDG 17","SDG 17.13"
"P099270","technical studies project review options strengthening committee roads develop comprehensive action plan improving road management road safety road service delivery","SDG 3","SDG 3.6"
"P099270","sensitivity analysis low traffic growth rate simulates event ifis proceed financing southern road sections shymkent almaty border china khorgos","SDG 3","SDG 3.6"
"P099270","activities include taking physical samples cores randomly selected locations completed road sections laboratory analysis verify compliance technical specifications","SDG 3","SDG 3.6"
"P099270","aggregate billion spent demand risk mitigated slow short period time real estate sectorconstruction sector mid","SDG 13","SDG 13.a"
"P099270","analysis proposed investments economically viable complement anticipated macroeconomic benefits wewc corridor","SDG 17","SDG 17.5"
"P099270","analysis tested impact economic returns percent upward downward variation construction costs percent upward downward variation traffic growth rates project road sections","SDG 3","SDG 3.6"
"P099270","analysis tested impact socioeconomic cost road accidents","SDG 3","SDG 3.6"
"P099270","analysis highway development management hdm model simulates lifecycle conditions costs economic decision criteria road construction maintenance","SDG 16","SDG 16.7"
"P099270","appraisal period defined accounts economic life reconstruction upgrade activities proposed project","SDG 8","SDG 8.2"
"P099270","average condition road section fair","SDG 3","SDG 3.6"
"P099270","bank world health organization leading role improve road safety countries","SDG 3","SDG 3.6"
"P099270","bank financed road transport restructuring project rtrp loan kz closed december instrumental restructuring road maintenance practices introduced private sector provision major road maintenance","SDG 17","SDG 17.17"
"P099270","bank significant experience implementing similar institutional reforms guide development policy reforms tailored kazakhstan","SDG 16","SDG 16.6"
"P099270","bank hosts global road safety facility grsf utilized countries conduct road safety management capacity reviews prepare generation road safety projects","SDG 3","SDG 3.6"
"P099270","bank aware steps government improve governance accountability","SDG 13","SDG 13.3"
"P099270","bank undertaking participatory portfolio review government focusing increasing country systems aligning international practices","SDG 16","SDG 16.10"
"P099270","bank play convening role coordinating participation ifis undertaking investment required develop western europe western china wewc transit corridor kazakhstan","SDG 17","SDG 17.5"
"P099270","bank reviewed economic analysis carried traditional costbenefit analysis methods assess viability proposed upgrade road sections financed project","SDG 3","SDG 3.6"
"P099270","bankfinanced road safety management capacity review expected completed june review road safety management capacity kazakhstan develop consensus government strategy improve road safety","SDG 3","SDG 3.6"
"P099270","borrower motc measures including ensuring access relevant information related project facilitate independent procurement audit ii act promptly findings recommendations audit terms reference acceptable bank","SDG 16","SDG 16.10"
"P099270","boundaries colors denominations information shown map imply judgment legal status territory endorsement acceptance boundaries","SDG 16","SDG 16.9"
"P099270","budget foreseen purpose forecast incorporating percent increase maintenance carec road corridors assigned priority","SDG 3","SDG 3.6"
"P099270","census complete site specific resettlement action plans road sections disclosed locally round consultations","SDG 3","SDG 3.6"
"P099270","climate south eastern section strongly continental arid characterized temperature range hot summers cold winters precipitation concentrated short time periods spring fallautumn","SDG 13","SDG 13.2"
"P099270","code establish remedial actions sanctions fraud corruption reported evidence found","SDG 16","SDG 16.5"
"P099270","committee roads responsible republican road network including planning network development road rehabilitation maintenance","SDG 11","SDG 11.a"
"P099270","committee roads entity responsible republican road network including network development road rehabilitation maintenance","SDG 3","SDG 3.6"
"P099270","committee instituted regulations improve supervision quality control construction","SDG 16","SDG 16.6"
