"Project","Text","SDG","Target"
"P165129","soil resilience capacity beneficiary rainwater harvesting storage targeted gps introducing recycling climate change lens promotion water saving agricultural investment gp technologies rmp processes gp selection promotion climate district levels adapted cultivars integrate address climate improved cropping systems vulnerabilities","Climate adaptation","Climate adaptation.NA"
"P165129","strategic publicsector investments upstream water sources forests pastures grasslands improved water productivity downstream agricultural lands ensure sufficient water agriculture sector continue grow sustainably hp downstream","Climate mitigation","Climate mitigation.NA"
"P165129","project investments agriculture adaption climate lower climate footprint allied activities change","Climate adaptation","Climate adaptation.NA"
"P165129","subcomponent improved planning participatory sustainable land water management","Water","Water.NA"
"P165129","subcomponent support investments provision water investing primary secondary distribution infrastructure community level farmlevel irrigation equipment","Water","Water.NA"
"P165129","subcomponent implementation participatory slwm investments identified gprmps page integrated project source sustainability climate resilient rainfed agriculture himachal pradesh","Climate adaptation","Climate adaptation.NA"
"P165129","subcomponent institutional reform strengthening himachal pradesh forest department","Climate mitigation","Climate mitigation.NA"
"P165129","sustainable forest fire vulnerable forest seed activities management activities management improve productive capacity increase carbon stocks soil water conservation forests reduce contour trenching grass downstream climate smart impact forestry seeding drainage line treatment agriculture activities activities vegetative check dams dry stonecement concrete check improved existing carbon barriers pools reduced soil development water harvesting erosion improved soil structures ponds manual health mechanical excavations development renovation primary water storage page integrated project source sustainability climate resilient rainfed agriculture himachal pradesh activities adaptation actions mitigation action distribution structures gravity check dams intake structure subsurface dykes pipelines development springs management invasive species","Climate mitigation","Climate mitigation.NA"
"P165129","sustainable land water resource management","Water","Water.NA"
"P165129","ta support improving integrated ta carry listed activities lead management water resources institutional assessment water resource identify institutions affect efficiency hp water supply quality management roles listed activities form responsibilities mandates training capacity conduct swot analysis building awareness current institutional framework raising climate change highlight overlaps andor mitigation sustainable gaps undermine iwm efficient water resource identify opportunities hp institutional coordination synergy build consensus reform develop goals vision institutional collaboration time bound action plan implementation road map","Water","Water.NA"
"P165129","table data module forestry interventions module","Climate adaptation","Climate adaptation.NA"
"P165129","table impact project activities interventions including inputs form fertilizer compost ghg balance emissions removals","Climate mitigation","Climate mitigation.NA"
"P165129","adoption climateresilient crops csa practices address changing rainfall patterns temperatures reduce methane emissions increase carbon sequestration agroforestry reduced tillage system rice intensification improve climate mitigation adaptation","Climate mitigation","Climate mitigation.NA"
"P165129","annual negative ghg balance estimated tcoeqyear","Climate mitigation","Climate mitigation.NA"
"P165129","annual negative ghg balance estimated tcoeyear total project","Climate mitigation","Climate mitigation.NA"
"P165129","apo assistance social extension forest extension officers responsible contract monitoring supervision gp level","Climate mitigation","Climate mitigation.NA"
"P165129","average increment biomass accumulation mhayear forests grass forest","Climate mitigation","Climate mitigation.NA"
"P165129","consultancy contracts required include frfi ii development implementation strategy including monitoring evaluation page integrated project source sustainability climate resilient rainfed agriculture himachal pradesh iii development delivery training modules","Climate adaptation","Climate adaptation.NA"
"P165509","project page montenegro energy efficiency project affected people submit complaints municipal police environmental inspection body","Climate mitigation","Climate mitigation.NA"
"P165509","questions included encompass subjective evaluations page montenegro energy efficiency project comfort levels quality windows joinery heating systems air lighting","Climate mitigation","Climate mitigation.NA"
"P165509","resultframetblpdo unit pdo indicators objectives outcomes dli cri baseline target measure improved energy efficiency health sector public buildings mega projected energy fuel savings","Climate mitigation","Climate mitigation.NA"
"P165509","sensitivity analysis investments financially viable scenario investment cost increases percent energy savings simultaneously decrease percent","Climate mitigation","Climate mitigation.NA"
"P165509","sensitivity analysis conducted investment cost amount energy savings key input parameters affect economic viability investments","Climate mitigation","Climate mitigation.NA"
"P165509","specifically retrofitted public facilities meep energy consumption costeffectively reduced average percent","Climate mitigation","Climate mitigation.NA"
"P165509","specifically project develop demonstrate ee financing model sustain ee investments supports gradual transition commercial financing options meep introduces sustainable ee financing model achieved energy cost savings recover ee investment costs finance additional ee investments","Climate mitigation","Climate mitigation.NA"
"P165509","strong monitoring evaluation technical social aspects ee investments capture project benefits welldocumented manner strengthen awareness understanding factors impact achieved results including behavior comfort levels impact energy cost savings","Climate mitigation","Climate mitigation.NA"
"P165509","table summary economic analysis results low shadow price carbon economic npv eirr payback niksic hospital","Climate mitigation","Climate mitigation.NA"
"P165509","achieved energy cost savings allocated capital expenditure budget line moh ee starting january","Climate mitigation","Climate mitigation.NA"
"P165683","governments establishing infrastructures capable providing water guarantee human animal supplies","Water","Water.NA"
"P165683","main cost specific specific activity sa implementer component activity ma usd cost usd consultancy review normative legal framework policy water resources aesa water seirhma institutional review aesa","Water","Water.NA"
"P165683","subcomponent involves investments water management water infrastructure agreste region","Water","Water.NA"
"P165683","subcomponent finance technical assistance aesa support improvement water governance management instruments ii operation bulk water infrastructure iii hydrological meteorological monitoring forecast","Water","Water.NA"
"P165683","subcomponent finance set activities project management update cartographic base paraiba institutional strengthening organizations related project planning water security infrastructure support prepare prefeasibility studies proposed dams piranhasaçu river basin located sertão western region develop dam safety instruments improve safety existing upstream dams paraiba river","Water","Water.NA"
"P165683","data stored analyzed consolidated decision makers water users alike","Water","Water.NA"
"P165683","support aesa update cartographic base paraiba planning water security consultancy prepare prefeasibility studies infrastructure proposed dams piranhasaçu river basin located sertão western region","Water","Water.NA"
"P165683","table summarizes projectspecific roles main institutions benefiting project page paraiba improving water resources management services provision table","Water","Water.NA"
"P165683","aim investments improve efficiency water management distribution integrating network infrastructures water efficiently managed basins affected droughts floods","Water","Water.NA"
"P165683","analysis compares quantifiable sources costs investment recurrent indirect benefits environmental health efficiency gains water availability influence interventions involving subcomponents project","Water","Water.NA"
"P165683","analysis considers percentage added net emissions estimate total tco eq valued social price carbon minimum maximum values tcoeq expected growth annual rate percent","Climate mitigation","Climate mitigation.NA"
"P165683","approach sectorization pressure control international recommendations based guidelines international water association iwa","Water","Water.NA"
"P165683","approved water tariff regulation implemented due administrative political difficulties","Water","Water.NA"
"P165683","data strong causeeffect relationship water sanitation related indicators educational achievements earnings jobs poverty incidence","Water","Water.NA"
"P165683","bank continue invest wss foster resilience increased variability water supply focusing pricing policies ensure water charges reflect provision costs representing key proposed project","Water","Water.NA"
"P165683","benefits subcomponent improve water allocation basins municipalities","Water","Water.NA"
"P165683","borrower prepared abbreviated resettlement action plan activities curimataú water main procured project effectiveness audit process land acquisition carried construction curimataú water main","Water","Water.NA"
"P165683","cariri system supply water region water shortages","Water","Water.NA"
"P165683","cerc activation formal declaration emergency formal request gop disaster","Climate adaptation","Climate adaptation.NA"
"P165683","complexity water management requires extended coverage real time monitoring increase robustness agility decision processes","Water","Water.NA"
"P165683","component reduce contamination scarce water resources jpmr improving sanitation systems","Water","Water.NA"
"P165683","composition responsibilities page paraiba improving water resources management services provision units cagepas bylaws","Water","Water.NA"
"P165683","conceptual engineering design location studies cariri water main expansion wastewater services city joão pessoa initial stage","Water","Water.NA"
"P165683","conveyance system increase water availability storage","Water","Water.NA"
"P165683","cpf proposes reorientation lending asa supporting government addressing main development constraints identified systematic country diagnostic scd including water security emphasis focus framework equitable sustainable development","Water","Water.NA"
"P165683","curimatú water supply system world bank safeguards","Water","Water.NA"
"P165683","current administration committed water resources management sectoral strategy developed bank support nlta","Water","Water.NA"
"P165683","current water coverage estimated percent percent sewerage collected percent treated snis","Water","Water.NA"
"P165683","data information geographic database construction hydraulic models carry analyzes stationary extended period creation operational scenarios calibration models optimization pumping study reduction energy consumption evaluation leaks network","Climate mitigation","Climate mitigation.NA"
"P165683","decision invest water losses reduction influenced bank save water downstream","Water","Water.NA"
"P165683","diagnostic multidisciplinary approach including evaluation aesa existing technical financing capacity legal framework water resources management ii challenges increasing water supply additional infrastructure resulting são francisco water transfers iii water allocation water rights system iv water climate monitoring social aspects vi institutional arrangements interrelated sectors institutions","Water","Water.NA"
"P165683","east canal transfers water paraiba river withdrawal located city floresta pe","Water","Water.NA"
"P165683","economic analysis adds benefits ghg emission reductions accounted project","Climate mitigation","Climate mitigation.NA"
"P165683","economic analysis considers benefits ghg emission reductions accounted project","Climate mitigation","Climate mitigation.NA"
"P165683","economic analysis involved major water subsectors investments","Water","Water.NA"
"P165683","economic analysis involves major water subsectors","Water","Water.NA"
"P165683","economic benefits water supply system translate avoidance water scarcity costs","Water","Water.NA"
"P169403","project coordination government intends establish interagency steering committee indonesia disaster resilience reconstruction idrar program subcommittees responsible designated windows disaster preparedness emergency management rehabilitation reconstruction","Climate adaptation","Climate adaptation.NA"
"P169403","project implementation arrangements steering committee indonesia disaster resilience reconstruction program steering committee bappenas ministry national development planning subcommittee disaster preparedness subcommittee bnpb national disaster emergency management rehabilitation recovery management authority bmkg indonesian agency meteorology climatology geophysics pupr ministry public disaster preparedness emergency rehabilitation housing management window reconstruction window atrbpn ministry agrarian spatial planning national land agency mof ministry finance projects moha ministry home affairs moh ministry health moec ministry education central sulawesi rehabilitation indonesia disaster resilience initiatives project ea bnpb culture reconstruction project ea pupr geospatial information comp","Climate adaptation","Climate adaptation.NA"
"P169403","project investments consume raw materials timber sourced measures international industry practices reuse recycle timber concrete crushed aggregate bricks concrete building blocks drainage roads fill materials retaining walls foundation base","Circular economy","Circular economy.NA"
"P169403","proposed investments upgrade infrastructure increase indonesias disaster climate change resilience whilst investments hydrometeorological geophysical warning systems prevent lessen losses lives damages assets reliable timely risk information improved enduser communication","Climate adaptation","Climate adaptation.NA"
"P169403","public facilities reconstructed existing building footprints whilst housing units constructed settlement sites consist modified habitats","Climate adaptation","Climate adaptation.NA"
"P169403","pupr bgesdm geological agency center data information public relations dg human settlements dg housing provision ministry energy mineral resources comp","Climate mitigation","Climate mitigation.NA"
"P169403","recognizing opportunities world bank goi comprehensive approach strengthen indonesias resilience disaster shocks figure","Climate adaptation","Climate adaptation.NA"
"P169403","reconstructed houses provided housing connection water supply percentage iii","Water","Water.NA"
"P169403","relevant esss ess assessment management environmental social risks page central sulawesi rehabilitation reconstruction project impacts ess labor conditions ess resource efficiency ess community health safety ess land acquisition restrictions land involuntary resettlement ess biodiversity conservation sustainable management living natural resources ess indigenous peoplessubsaharan african historically underserved traditional local communities ess cultural heritage ess stakeholder engagement information disclosures","Biodiversity","Biodiversity.NA"
"P169403","resilient reconstruction rehabilitation critical public facilities resilient construction housing reduce future disaster risk structural nonstructural improvements public facilities","Climate adaptation","Climate adaptation.NA"
"P169403","review analysis indonesian cities exposure disaster risk","Climate adaptation","Climate adaptation.NA"
"P169403","roughly twothirds countys emissions land change conversion peatlands agricultural plantations","Climate mitigation","Climate mitigation.NA"
"P169403","similarly acehs bantuls post disaster recovery women engaged disaster warning systems informal channels quran recital activities arisan female revolving fundsaving meeting","Climate adaptation","Climate adaptation.NA"
"P169403","indian ocean earthquake tsunami goi considerable progress improving laws regulations enhancing institutional capacity strengthening fiscal capacity related disaster risk management drm systems","Climate adaptation","Climate adaptation.NA"
"P169403","shocks including natural disasters drive vulnerable poor people poverty","Climate adaptation","Climate adaptation.NA"
"P172548","strategy promotion green jobs circular economy development skills smes page egypt cairo air pollution management climate change project component subcomponent deliverables cost million prepared initiated subcompone development implementation communication plans support project components nt","Pollution prevention","Pollution prevention.NA"
"P172548","strengthening gc capacity abate pollution positively affect wellbeing livelihoods including poor","Pollution prevention","Pollution prevention.NA"
"P172548","strengthening resilience air pollution million","Pollution prevention","Pollution prevention.NA"
"P172548","strengthening resilience air pollution million","Pollution prevention","Pollution prevention.NA"
"P172548","summary deliverables project cost component component subcomponent deliverables cost million subcompone integrated climate air quality management plan icaqmp reducing air emissions component nt","Climate mitigation","Climate mitigation.NA"
"P172548","support initiating activities minimize volumes waste requiring final disposal reaching dumpsiteslandfills maximizing solid waste recycling introduction organized recycling streams recovery raw material including ewaste introduction financial incentives avoiding plastic regulatory controls single plastics","Circular economy","Circular economy.NA"
"P172548","support utilization energy waste incineration powering health care facilities planting trees health care facilities improve carbon sequestration support swm staff including waste picker community enhanced safety security focus identifying target assessment ii provision personal protective equipment ppes solid waste staff including waste picker community iii ta training waste management staff identified stakeholders safe handling transport disposal health care waste","Climate mitigation","Climate mitigation.NA"
"P172548","surveys larger audience conducted mid page egypt cairo air pollution management climate change project enhanced information term induce behavioral project","Pollution prevention","Pollution prevention.NA"
"P172548","taking account local air quality improvement benefits global reductions ghg emissions project expected economic rate return err percent percent discount rate result benefittocost ratio","Climate mitigation","Climate mitigation.NA"
"P172548","targeted air pollutants include pm climate pollutants include slcps including black carbon","Pollution prevention","Pollution prevention.NA"
"P172548","activities focused building responsiveness resilience institutions systems emphasis health sector treating minimizing contaminated waste service sector enhancing worker safety awareness raising links increased risk respiratory infection air pollution","Pollution prevention","Pollution prevention.NA"
"P172548","application results ta activities components feasibility studies hazardous waste facility alakrasha adverse environmental social implications","Climate adaptation","Climate adaptation.NA"
"P172548","change increase baseline peoples resilience air indicator pollution determined eeaa month implementation","Pollution prevention","Pollution prevention.NA"
"P172548","communication campaign component promote awareness behavioral pollution emission days instances adverseclimate events increase publics selfprotection reduce adverse impacts health increasing climate resilience public mitigation","Climate adaptation","Climate adaptation.NA"
"P172548","completed air pollutant emission inventory integrated national ghg inventories supplemented slcp inventory goe single database comprehensive reference air pollution policy tracking national reporting unfcc policy development ndcs","Climate mitigation","Climate mitigation.NA"
"P172548","construction operation iwmfr constituents hazardous waste treatment facility improperly designed managed result significant adverse impacts environmental parameters air noise ground water soils landscapes health safety traffic wastes cultural resources","Pollution prevention","Pollution prevention.NA"
"P172548","cpf recognizes environmental degradation negatively affects health prospects future economic growth identifies air pollution priority environmental challenges","Pollution prevention","Pollution prevention.NA"
"P172548","design engineering consideration disaster resilience based international practices support global facility disaster reduction recovery","Climate adaptation","Climate adaptation.NA"
"P172548","warning rapid response mechanism developed component serve critical urban resilience mechanism protect public health potential extreme anthropogenic air pollution events events driven extreme heat dust storms blowing dust events frequency intensity increasing climate change","Climate adaptation","Climate adaptation.NA"
"P173021","results climate screening exercise determined initial level exposure prospective locations sanitary landfills transfer station sites regard climate geophysical hazards moderate","Climate adaptation","Climate adaptation.NA"
"P173021","retained methods derive social benefits economic analysis averted loss opportunities reducing disruptive severeflooddays hedonic pricing incremental land reduction severeflooddays shadow price carbon spc world bank guidelines","Climate mitigation","Climate mitigation.NA"
"P173021","women primary care givers homemakers handle collecting disposing household waste design waste management services infrastructure respond adequately represented consultations decisionmaking forums contribute design facilities","Pollution prevention","Pollution prevention.NA"
"P173021","sector specific climate risk management measures integrated physical investments soft components project design ensure robust sustainable adaptation mitigation solutions adopted","Climate adaptation","Climate adaptation.NA"
"P173021","esss relevant ess assessment management environmental social risks impacts esslabor conditions essresource efficiency pollution prevention management esscommunity health safety essland acquisition restrictions land involuntary resettlement essbiodiversity conservation sustainable management living natural resources essstakeholder engagement information disclosure","Biodiversity","Biodiversity.NA"
"P173021","shadow price carbon","Climate mitigation","Climate mitigation.NA"
"P173021","solid waste emergency efficiency project datasheet basic information basicinfotable countryies project pakistan solid waste emergency efficiency project environmental social risk project id financing instrument process classification urgent investment project capacity constraints financing fcc financing implementation modalities multiphase programmatic approach mpa contingent emergency response component cerc series projects sop fragile performancebased conditions pbcs financial intermediaries fi fragile nonfragile country projectbased guarantee conflict deferred drawdown responding natural manmade disaster alternate procurement arrangements apa handson enhanced implementation support heis expected approval date expected closing date dec jun bankifc collaboration proposed development objectives mitigate impacts flooding covid emergencies improve solid waste management services karachi","Climate adaptation","Climate adaptation.NA"
"P173021","specifically landfills adaptation measures include climate risk studies prospective sites incorporation climate adaptive design specifications enhance resilience increasingly severe climactic events training sswmb officials ga circular","Climate adaptation","Climate adaptation.NA"
"P173021","summary results economic lifetime gross emissions economic lifetime teqco net emissions reduction economic lifetime teqco average annual emissions reduction teqco analysis boundary","Climate mitigation","Climate mitigation.NA"
"P173021","sweep includes measures mitigate adapt climate change","Climate adaptation","Climate adaptation.NA"
"P173021","sweep expected reduce annual greenhouse gas ghg emission teqco improved swm systems landfill fugitive emissions capture annex ghg accounting","Climate mitigation","Climate mitigation.NA"
"P173021","sweep supports social mobilization activities sep behavioral change campaign raise awareness engage citizens improve swm recycling practices karachi","Circular economy","Circular economy.NA"
"P173021","sweep address future climate change risks impactsparticularly rainfall precipitation urban flash floods extreme temperaturesby introducing adaptation mitigation measures","Climate adaptation","Climate adaptation.NA"
"P175894","seismic reports progress reports occupants benefitting disaster risk reduced annual piu progress drawing data resilient central government buildings current levels reports selected buildings project anticipate moderate damage levels prescribed current building code prescribe life safety occupancyuse building","Climate adaptation","Climate adaptation.NA"
"P175894","seismic resilience energy efficiency public buildings project datasheet basic information basicinfotable countryies project turkey seismic resilience energy efficiency public buildings project project id financing instrument environmental social risk classification investment project moderate financing financing implementation modalities multiphase programmatic approach mpa contingent emergency response component cerc series projects sop fragile performancebased conditions pbcs financial intermediaries fi fragile nonfragile country projectbased guarantee conflict deferred drawdown responding natural manmade disaster alternate procurement arrangements apa handson enhanced implementation support heis expected approval date expected closing date jun jun bankifc collaboration proposed development objectives proposed project development objective pdo improve disaster resilience reduce energy selected central government buildings strengthen policy framework institutional capacity develop finance implement resilient sustainable public buildings turkey","Climate adaptation","Climate adaptation.NA"
"P175894","seismic safety disaster resilience","Climate adaptation","Climate adaptation.NA"
"P175894","similarly eu support technical assistance development national energy renovation passports alongside support municipalities improve capacity sustainable growth","Climate mitigation","Climate mitigation.NA"
"P175894","similarly extreme temperatures rise thermal insulation critical ensuring comfort building occupants commensurate increase energy consumption","Climate mitigation","Climate mitigation.NA"
"P175894","snow considered water source development sensitive snow rainfall systems euphratestigris basin","Water","Water.NA"
"P175894","applications rooftop solar pv solar water heating heat pumps considered costeffective designed primarily selfconsumption","Water","Water.NA"
"P175894","specifically aims reduce carbon emissions investing ee lighting insulation modern efficient heating cooling systems ii exploration rooftop solar solutions iii promotion waste initiatives schools","Climate mitigation","Climate mitigation.NA"
"P175894","strengthening turkeys resilience seismic risk accelerating energy efficiency ee continue reform program","Climate mitigation","Climate mitigation.NA"
"P175894","technical capacity installations included building design renovations renewable energy generation annual acceptance rooftop solar pv piu capacity hydropower reports biomass boilers solar constructed project water heating geothermal heat pumps","Climate mitigation","Climate mitigation.NA"
"P175894","technical capacity installations moeu included building progress generation capacity energy annual renovations piu reports mv constructed rehabilitated rooftop solar pv reports biomass boilers solar water heating geothermal heat page seismic resilience energy efficiency public buildings project pumps","Climate mitigation","Climate mitigation.NA"
"P175894","technical studies civil project prioritize buildings public buildings strengthened roofs walls cooling heating energy consumption withstand storm events snow wind loading supervision renovationreconstruction improved ensure functionality structurally extreme heat cold events expected buildings structurally strengthened strengthen increase climate change","Climate mitigation","Climate mitigation.NA"
"P175894","testing innovative approaches ee disaster resilience improvements public buildings","Climate adaptation","Climate adaptation.NA"
"P175894","ability resilient buildings withstand shocks means provide emergency shelter aftermath disasters minimize disruptions servicesboth critical elements disaster response recovery integrated technical solutions efficacy","Climate adaptation","Climate adaptation.NA"
"P175894","activities process investments component stage preparation preliminary list priority buildings kayes database based agreed eligibility prioritization criteria stage confirmation kayes data onsite visit additional data collection priority buildings preliminary list including basic ee parameters age heating cooling systems energy usagem presence insulation building occupancy intention demolishmove","Climate mitigation","Climate mitigation.NA"
"P175894","activities process investments component figure stage preparation preliminary list priority buildings kayes database based agreed eligibility prioritization criteria stage confirmation kayes data onsite visit additional data collection priority buildings preliminary list including basic ee parameters age heating cooling systems energy usagem presence insulation building occupancy intention demolishmove","Climate mitigation","Climate mitigation.NA"
"P175894","addition renewable energy sources expected ensure continued service delivery extreme waste initiatives promoted weather events project buildings contributing reduced solid medical service providers waste emissions","Climate mitigation","Climate mitigation.NA"
"P175894","analysis builds triple dividend resilience approach analysis considers types benefits avoiding losses disasters strike ii stimulating economic activity result reduced disaster risk iii development cobenefits specific drm investment disaster materializes","Climate adaptation","Climate adaptation.NA"
"P175894","beneficiaries project public buildings line ministries central government institutions menr ministry health moh ministry youth sport moys ministry forestry agriculture mofa ministry culture tourism council education","Climate adaptation","Climate adaptation.NA"
"P175894","benefits expected gained applying combined approach increasing energy efficiency seismic performance public buildings established turkey internationally","Climate mitigation","Climate mitigation.NA"
"P175894","countrys intended nationally determined contribution indc period aim reducing energy consumption existing residential service buildings policy technical solutions","Climate mitigation","Climate mitigation.NA"
"P175894","database updated quarterly basis batch buildings commissioned energy savings verified","Climate mitigation","Climate mitigation.NA"
"P168580","recognizing transversal nature challenges posed disaster climaterelated risks gom strengthen interministerial coordination decision strengthen drm","Climate adaptation","Climate adaptation.NA"
"P168580","disaster risk management measures actions adopted government mention development comprehensive institutional framework disaster climaterelated risk management","Climate adaptation","Climate adaptation.NA"
"P168580","shocks created adverse natural events regressive distributional effects vulnerability climate shocks poorest households","Climate adaptation","Climate adaptation.NA"
"P168580","gom world bank hedging disaster climaterelated risks including marketbased solutions","Climate adaptation","Climate adaptation.NA"
"P168580","gom launched set initiatives improve understanding critical risks country risk assessment studies definition roles responsibilities ministries disaster risk reduction response recovery natural catastrophe","Climate adaptation","Climate adaptation.NA"
"P168580","specifically prior actions pillar cat ddo contribute strengthening outcome results initiated subprogram idrm pforr disaster risk financing insurance","Climate adaptation","Climate adaptation.NA"
"P168580","table dpf prior actions analytical underpinnings prior actions analytical underpinnings pillar strengthening moroccos institutional capacity deal adverse financial impact disasters climaterelated shocks world bank labor market morocco challenges opportunities","Climate adaptation","Climate adaptation.NA"
"P168580","adoption legislations regulations disaster risk reduction prevention terms flood risk law water amended law terms seismic risk decree updating building codes earthquakeresistant construction","Climate adaptation","Climate adaptation.NA"
"P168580","analytical undertaken parallel implementation subprogram idrm pforr ta support wbg allowed gom likelihood peril types anticipate contingent liability fund severe disaster scenarios meet legal obligations","Climate adaptation","Climate adaptation.NA"
"P168580","asa supporting disaster financial risk analytical enabling preliminary analysis risk financing strategies including insurance costs evaluation reinsurance program structuring exposure management financial protection strategy advice helping gom directly access knowledge expertise private markets including unbiased lessons learnt sophisticated placement techniques practices international catastrophe insurance risk management","Climate adaptation","Climate adaptation.NA"
"P168580","authorities progressing objectives wbg country partnership framework cpf morocco fy aims achieve goals focusing promoting job creation private sector efficient business environment competitiveness increased opportunities private sector growth access finance strengthening human capital improved access quality education health social protection systems promoting inclusive resilient territorial development improved performance infrastructure delivery access sustainable water resources adaptation climate change disaster risk management","Climate adaptation","Climate adaptation.NA"
"P168580","authorities significant progress page morocco disaster risk management development policy loan catastrophe deferred drawdown option past reduce fiscal external imbalances vulnerabilities","Climate adaptation","Climate adaptation.NA"
"P168580","national grievance redress systems institutions recently elevated constitutional bodies provide independence financial autonomy validate power selfreferral grs mechanism affect efficiency page morocco disaster risk management development policy loan catastrophe deferred drawdown option moroccan complaints resolution system","Climate adaptation","Climate adaptation.NA"
"P168580","borrower adopted cooperation framework provinces covered integrated flood risk page morocco disaster risk management development policy loan catastrophe deferred drawdown option results strengthen flood management warning systems country management information system","Climate adaptation","Climate adaptation.NA"
"P168580","borrower fsec operation proposed registered support public institution government availability audit morocco control fsecs internal systems countrys fiscal capacity manage strengthening negative appointed impact disasters climaterelated shocks strengthening institutional framework director confirming fsecs systems procedures management morocco disaster risk funds","Climate adaptation","Climate adaptation.NA"
"P168580","cat ddo complements mfd strategy articulated ongoing pforr engages private insurers moroccan markets cover natural disasters","Climate adaptation","Climate adaptation.NA"
"P168580","cp reform program implemented government expected strengthen cps ability respond major disasters contribute institutionalization disaster preparedness sector level","Climate adaptation","Climate adaptation.NA"
"P125630","specifically cps preparation calls stronger policy integration transport urban development housing disaster risk management","Climate adaptation","Climate adaptation.NA"
"P130975","main potential impacts identified include disturbance including noise dust arising loading unloading transportation construction materials borrow materials disposal waste materials aggregates bitumen dump trucks ii noise dust arising scarification existing road base construction road base construction road surface iii erosion sedimentation exposed surfaces construction processes iv potential risks unsafe disposal hazardous materials fuel lubricants increased risk accidents restricted road lane construction increased vehicle movements","Climate adaptation","Climate adaptation.NA"
"P158756","related disposal extracted soil materials due lack availability troje iv limitations parque bicentario alternative sites assessed epmmq soil material disposal","Biodiversity","Biodiversity.NA"
"P158756","key issues continue ongoing management ehs performance contractors subcontractors due numerous frontssites workers continued complete implementation defined ehs related actions pac oyacoto es audit report ohs action plan safe environmentally correct construction la pradera station due existing soil ground water contamination resolution issues extracted soil management including remaining project soils resolution troje iv situation resolving existing limited resources epmmq department social responsibility grs due budget reductions epmmq led issues ehs management pgassh implementation institutional strengthening grs execution specific activities","Water","Water.NA"
"P158756","potential significant impacts construction effects soil stability subsidence tunnel excavation vibrations damage structure buildings potential flow ground water effects stations located municipal parks green traffic congestion noise dust metro station locations transport disposal soilexcavated material tunnel station excavations possibility archaeological impacts cultural resources quito historic center worker health safety risks tunneling excavation truck transport materials waste soils decreased accessibility businesses homes vicinity metro stations","Pollution prevention","Pollution prevention.NA"
"P158756","specific management plans developed manage soil ground water contamination la pradera station caused leaks existing gasoline station underground tanks note pgassh included process development plans contamination detected","Water","Water.NA"
"P158756","analysis concluded subway metro option mass transit systems capable central structuring axis integrated mass transit system imts transporting passenger volumes speeds required desired city quito projected demand","Climate mitigation","Climate mitigation.NA"
"P165054","pp explicitly identified key sectors government funding facilitation ee financing ibudgetfunded institutions heating ii agriculture pumping irrigation iii energyintensive industries setting specific energy savings targets sector period","Climate mitigation","Climate mitigation.NA"
"P168862","sectoral institutional context water management savadrina riparian countries demonstrates challenge limited regional coordination cooperation","Water","Water.NA"
"P168862","similarly drina corridor water resources planning integrate hydropower reservoir operation flood drought management tourism development agriculture climate change adaptation","Water","Water.NA"
"P168862","specific investments managed negative impacts soil air protected natural habitats water quality dam safety energy cultural resources","Pollution prevention","Pollution prevention.NA"
"P168862","subprojects related environmental flood management prioritized based potential climate change adaptation","Climate adaptation","Climate adaptation.NA"
"P170236","renewable energy development project note task teams sections system generated edited online portal","Climate mitigation","Climate mitigation.NA"
"P170236","sectoral institutional context energy sector cabo verde accomplished tremendous progress past access increased percent percent quality service remains challenge","Climate mitigation","Climate mitigation.NA"
"P170236","source httpseleqtracomprojectscabeolica wind nov page renewable energy development project period","Climate mitigation","Climate mitigation.NA"
"P170236","studies distributed solar energy systems project identified challenges scaling distributed generation including lack adequate financing residential medium enterprises smes insufficient local technical capacity import duties","Climate mitigation","Climate mitigation.NA"
"P170236","subcomponent smallscale renewable energy generation est","Climate mitigation","Climate mitigation.NA"
"P170236","subcomponent energy storage facilities usd million nov page renewable energy development project short medium term gocv expressed explore utilization battery storage facilities smoothen demand supply fluctuations support voltage frequency regulation grid islands archipelago highvoltage grid","Climate mitigation","Climate mitigation.NA"
"P170236","tariffs cost reflective lowincome energy consumers benefit social tariff policy based level consumption","Climate mitigation","Climate mitigation.NA"
"P170236","telephone web httpwwwworldbankorgprojects approval task team leaders thierno bah megan meyer approved approvaltbl practice managermanager country director nov page renewable energy development project nov page","Climate mitigation","Climate mitigation.NA"
"P170236","estimated project cost usd million financing package expected comprised usd million ida credit usd million ibrd loan usd million concessional loan canada climate innovation financing facility cciff usd","Climate adaptation","Climate adaptation.NA"
"P172187","rural women play central role managing land water biomass agriculture addressing household requirements food income affected climate change vulnerabilities rainfed agriculture","Water","Water.NA"
"P172187","rainfed contribute significantly agricultural output producing percent countrys food grains percent pulses percent oilseeds percent livestock conservation sustainability lands natural capital essential","Biodiversity","Biodiversity.NA"
"P172187","successive guidelines projects watershed development emphasized womens representation water institutions participation watershed planning management","Water","Water.NA"
"P172668","apr page district heating efficiency improvement project tariffs applied environment inefficient combined heat electricity generation ageing dh infrastructure dh system attractive investments led reduction accessibility tariffs population","Climate mitigation","Climate mitigation.NA"
"P172668","optimization heat electricity generation million component finance modernization source installation cogeneration units based gas engines ges including electrical connections increase optimize efficiency heat electricity production cogeneration mode termoelectrica","Climate mitigation","Climate mitigation.NA"
"P172668","originally steam units operated coal heavy fuel plant operates solely natural gas","Climate adaptation","Climate adaptation.NA"
"P172668","consumers towns individual heating solutions","Climate adaptation","Climate adaptation.NA"
