"Project","Text","Target"
"100000","pdo level indicators proposed capture projects interventions","No map"
"100000","credit bureaus encounter legal technical collecting data government agencies including tax arrears data collateral registries installments due real estate purchased bank loan debts collection bailiffs data customs companies registry","No map"
"100000","frequency fire occurrences duration severity fire predicted increase","No map"
"100000","funds cgf capitalization flow mof odimm moe odimms single account","No map"
"100000","funds transfer bank statement odimms board decision capital increase substantiate eligible expenditure reported","No map"
"100000","fy allocation uncommitted million balance crw allocation fy partly absorbed project amount million","No map"
"100000","government considerable financing difficult achieved domestic financing critically depend ability access external public financing materialize war ukraine unfolds","No map"
"100000","government moldova inkind monetary contributions support implementation project preparation implementation completion results report","No map"
"100000","government prepare report delivered world bank evidence achieving pbc result target","No map"
"100000","governments progress legislative address actively monitored project normal implementation support channels","No map"
"100000","grs ensures complaints received promptly reviewed address project related concerns","No map"
"100000","guarantee coverage varies percent caps products products fulfill criteria principle","No map"
"100000","guarantee fee loan ranges percent capped loan secured percent uncapped loan unsecured","No map"
"100000","guarantee fee assumed average percent range percent percent annual basis","No map"
"100000","guarantee fee paid segment","No map"
"100000","guarantee products offered odimm pfis commercial banks moldova","No map"
"100000","the process of holding the increase in the global average temperature to well below c and pursuing efforts to limit it to c above preindustrial levels as laid down in the paris agreement","Climate mitigation"
"100000","stabilisation of greenhouse gas concentrations in the atmosphere","Climate mitigation"
"100000","prevention of dangerous anthropogenic interference with the climate system","Climate mitigation"
"100000","consistency with longterm temperature goal of the paris agreement","Climate mitigation"
"100000","the avoidance of greenhouse gas emissions","Climate mitigation"
"100000","the reduction of greenhouse gas emissions","Climate mitigation"
"100000","the increase of greenhouse gas removals","Climate mitigation"
"100000","the avoidance of greenhouse gas emissions through process innovations","Climate mitigation"
"100000","the avoidance of greenhouse gas emissions through product innovations","Climate mitigation"
"100000","the reduction of greenhouse gas emissions through process innovations","Climate mitigation"
"100000","the reduction of greenhouse gas emissions through product innovations","Climate mitigation"
"100000","the increase of greenhouse gas removals through process innovations","Climate mitigation"
"100000","the increase of greenhouse gas removals through product innovations","Climate mitigation"
"100000","generating transmitting storing distributing or using renewable energy","Climate mitigation"
"100000","generating transmitting storing distributing or using renewable energy through using innovative technology","Climate mitigation"
"100000","generating transmitting storing distributing or using renewable energy through using innovative technology with a potential for significant future savings","Climate mitigation"
"100000","generating transmitting storing distributing or using renewable energy through using innovative technology through necessary reinforcement or extension of the grid","Climate mitigation"
"100000","improving energy efficiency","Climate mitigation"
"100000","increasing clean or climateneutral mobility","Climate mitigation"
"100000","switching to the use of sustainably sourced renewable materials","Climate mitigation"
"100000","increasing the use of environmentally safe carbon capture and utilisation ccu technologies","Climate mitigation"
"100000","increasing the use of environmentally safe carbon capture and utilisation ccu technologies that deliver a net reduction in greenhouse gas emissions","Climate mitigation"
"100000","increasing the use of environmentally safe carbon capture and storage ccs technologies","Climate mitigation"
"100000","increasing the use of environmentally safe carbon capture and storage ccs technologies that deliver a net reduction in greenhouse gas emissions","Climate mitigation"
"100000","strengthening land carbon sinks","Climate mitigation"
"100000","strengthening land carbon sinks including through avoiding deforestation and forest degradation","Climate mitigation"
"100000","strengthening land carbon sinks including through sustainable management and restoration of croplands","Climate mitigation"
"100000","strengthening land carbon sinks including through sustainable management and restoration of grasslands and wetlands","Climate mitigation"
"100000","strengthening land carbon sinks including through afforestation","Climate mitigation"
"100000","strengthening land carbon sinks including through regenerative agriculture","Climate mitigation"
"100000","establishing energy infrastructure required for enabling the decarbonisation of energy systems","Climate mitigation"
"100000","producing clean and efficient fuels from renewable sources","Climate mitigation"
"100000","producing clean and efficient fuels from carbonneutral sources","Climate mitigation"
"100000","supporting the transition to a climateneutral economy","Climate mitigation"
"100000","supporting the transition to a climateneutral economy consistent with a pathway to limit the temperature increase to celsius degrees above preindustrial levels","Climate mitigation"
"100000","supports the transition to a climateneutral economy consistent with a pathway to limit the temperature increase to celsius degrees above preindustrial levels including by phasing out greenhouse gas emissions in particular emissions from solid fossil fuels","Climate mitigation"
"100000","phasing out greenhouse gas emissions in particular emissions from solid fossil fuels","Climate mitigation"
"100000","having greenhouse gas emission levels that correspond to the best performance in the sector or industry","Climate mitigation"
"100000","not hampering the development and deployment of lowcarbon alternatives","Climate mitigation"
"100000","development and deployment of lowcarbon alternatives","Climate mitigation"
"100000","not leading to a lockin of carbonintensive assets considering the economic lifetime of those assets","Climate mitigation"
"100000","adjustment to actual and expected climate change and its impacts","Climate adaptation"
"100000","adaptation solutions that substantially reduce the risk of the adverse impact of the current climate","Climate adaptation"
"100000","adaptation solutions that substantially reduce the risk of the adverse impact in the expected future climate on that economic activity","Climate adaptation"
"100000","adaptation solutions that substantially reduce adverse impacts","Climate adaptation"
"100000","adaptation solutions that substantially reduce adverse impacts without increasing the risk of an adverse impact on people","Climate adaptation"
"100000","adaptation solutions that substantially reduce adverse impacts without increasing the risk of an adverse impact on nature","Climate adaptation"
"100000","adaptation solutions that substantially reduce adverse impacts without increasing the risk of an adverse impact on assets","Climate adaptation"
"100000","adaptation solutions that contribute substantially to preventing the risk of the adverse impact of the current climate on people nature or assets","Climate adaptation"
"100000","adaptation solutions that contribute substantially to preventing the risk of the adverse impact of the current climate on people nature or assets without increasing the risk of an adverse impact on other people nature or assets","Climate adaptation"
"100000","adaptation solutions that contribute substantially to preventing the risk of the adverse impact of the current climate and the expected future climate on people nature or assets","Climate adaptation"
"100000","adaptation solutions that contribute substantially to reducing the risk of the adverse impact of the current climate on people","Climate adaptation"
"100000","adaptation solutions that contribute substantially to reducing the risk of the adverse impact of the current climate on nature","Climate adaptation"
"100000","adaptation solutions that contribute substantially to reducing the risk of the adverse impact of the current climate and the expected future climate on assets","Climate adaptation"
"100000","adaptation solutions that contribute substantially to reducing the risk of the adverse impact of the current climate and the expected future climate on people nature or assets","Climate adaptation"
"100000","the adaptation solutions shall be assessed and ranked in order of priority using the best available climate projections","Climate adaptation"
"100000","the adaptation solutions shall prevent the locationspecific and contextspecific adverse impact of climate change on the economic activity","Climate adaptation"
"100000","the adaptation solutions shall reduce the locationspecific and contextspecific adverse impact of climate change on the economic activity","Climate adaptation"
"100000","the adaptation solutions shall prevent the potential adverse impact of climate change on the environment within which the economic activity takes place","Climate adaptation"
"100000","the adaptation solutions shall reduce the potential adverse impact of climate change on the environment within which the economic activity takes place","Climate adaptation"
"100000","achieving the good status of bodies of water","Water"
"100000","achieving the good status of bodies of water including bodies of surface water","Water"
"100000","achieving the good status of bodies of water including bodies of groundwater","Water"
"100000","achieving the good status of bodies of water preventing the deterioration of bodies of water that already have good status","Water"
"100000","achieving the good environmental status of marine waters or to preventing the deterioration of marine waters that are already in good environmental status","Water"
"100000","preventing the deterioration of marine waters that are already in good environmental status","Water"
"100000","protecting the environment from the adverse effects of urban and industrial waste water discharges","Water"
"100000","protecting the environment from the adverse effects of urban and industrial waste water discharges including from contaminants of emerging concern","Water"
"100000","protecting the environment from the adverse effects of urban and industrial waste water discharges including from contaminants of emerging concern such as pharmaceuticals and microplastics","Water"
"100000","protecting the environment from the adverse effects of urban and industrial waste water discharges including from contaminants of emerging concern such as pharmaceuticals and microplastics for example by ensuring the adequate collection treatment and discharge of urban waste waters","Water"
"100000","protecting the environment from the adverse effects of urban and industrial waste water discharges including from contaminants of emerging concern such as pharmaceuticals and microplastics for example by ensuring the adequate collection treatment and discharge of industrial waste waters","Water"
"100000","protecting human health from the adverse impact of any contamination of water intended for human consumption","Water"
"100000","protecting human health from the adverse impact of any contamination of water intended for human consumption by ensuring that it is free from any microorganisms parasites and substances","Water"
"100000","protecting human health from the adverse impact of any contamination of water intended for human consumption by ensuring that it is free from any microorganisms parasites and substances that constitute a potential danger to human health as well as increasing peoples access to clean drinking water","Water"
"100000","improving water management and efficiency","Water"
"100000","improving water management and efficiency including by protecting and enhancing the status of aquatic ecosystems","Water"
"100000","improving water management and efficiency including by protecting and enhancing the status of aquatic ecosystems by promoting the sustainable use of water through the longterm protection of available water resources","Water"
"100000","improving water management and efficiency including by protecting and enhancing the status of aquatic ecosystems by promoting the sustainable use of water through measures such as water reuse","Water"
"100000","improving water management and efficiency including by ensuring the progressive reduction of pollutant emissions into surface water and groundwater","Water"
"100000","improving water management and efficiency including by contributing to mitigating the effects of floods and droughts","Water"
"100000","improving water management and efficiency through any other activity that protects or improves the qualitative and quantitative status of water bodies","Water"
"100000","ensuring the sustainable use of marine ecosystem services or contributing to the good environmental status of marine waters","Water"
"100000","circular economy including waste prevention reuse and recycling","Circular economy"
"100000","using natural resources including sustainably sourced biobased and other raw materials in production more efficiently","Circular economy"
"100000","using natural resources including sustainably sourced biobased and other raw materials in production more efficiently including by reducing the use of primary raw materials","Circular economy"
"100000","using natural resources including sustainably sourced biobased and other raw materials in production more efficiently including by increasing the use of byproducts and secondary raw materials","Circular economy"
"100000","using natural resources including sustainably sourced biobased and other raw materials in production more efficiently including by resource and energy efficiency measures","Circular economy"
"100000","increase the durability reparability upgradability or reusability of products","Circular economy"
"100000","increase the durability reparability upgradability or reusability of products in particular in designing and manufacturing activities","Circular economy"
"100000","increase the recyclability of products","Circular economy"
"100000","increase the recyclability of products including the recyclability of individual materials contained in those products","Circular economy"
"100000","increase the recyclability of products including the recyclability of individual materials contained in those products by substitution or reduced use of products and materials that are not recyclable","Circular economy"
"100000","increase the recyclability of products including the recyclability of individual materials contained in those products by substitution or reduced use of products and materials that are not recyclable in particular in designing and manufacturing activities","Circular economy"
"100000","substantially reduces the content of hazardous substances","Circular economy"
"100000","substantially substitutes substances of very high concern in materials and products throughout their life cycle in line with the objectives set out in union law","Circular economy"
"100000","substantially reduces the content of hazardous substances and substitutes substances of very high concern in materials and products throughout their life cycle in line with the objectives set out in union law including by replacing such substances with safer alternatives and ensuring traceability","Circular economy"
"100000","prolongs the use of products","Circular economy"
"100000","prolongs the use of products including through reuse design for longevity repurposing disassembly remanufacturing upgrades and repair and sharing products","Circular economy"
"100000","increases the use of secondary raw materials and their quality","Circular economy"
"100000","increases the use of secondary raw materials and their quality including by highquality recycling of waste","Circular economy"
"100000","prevents or reduces waste generation","Circular economy"
"100000","prevents or reduces waste generation including the generation of waste from the extraction of minerals and waste from the construction and demolition of buildings","Circular economy"
"100000","increases preparing for the reuse and recycling of waste","Circular economy"
"100000","increases the development of the waste management infrastructure needed for prevention for preparing for reuse and for recycling while ensuring that the recovered materials are recycled as highquality secondary raw material input in production thereby avoiding downcycling","Circular economy"
"100000","minimises the incineration of waste and avoids the disposal of waste in accordance with the principles of the waste hierarchy","Circular economy"
"100000","minimises the incineration of waste and avoids the disposal of waste including landfilling in accordance with the principles of the waste hierarchy","Circular economy"
"100000","avoids and reduces litter","Circular economy"
"100000","environmental protection from pollution","Pollution prevention"
"100000","preventing pollutant emissions into air water or land other than greenhouse gasses","Pollution prevention"
"100000","reducing pollutant emissions into air water or land other than greenhouse gasses","Pollution prevention"
"100000","improving levels of air water or soil quality in the areas in which the economic activity takes place","Pollution prevention"
"100000","improving levels of air water or soil quality in the areas in which the economic activity takes place whilst minimising any adverse impact on human health and the environment","Pollution prevention"
"100000","improving levels of air water or soil quality in the areas in which the economic activity takes place whilst minimising the risk thereof","Pollution prevention"
"100000","preventing any adverse impact on human health and the environment of the production use or disposal of chemicals","Pollution prevention"
"100000","minimising any adverse impact on human health and the environment of the production use or disposal of chemicals","Pollution prevention"
"100000","cleaning up litter and other pollution","Pollution prevention"
"100000","protecting conserving or restoring biodiversity","Biodiversity"
"100000","achieving the good condition of ecosystems","Biodiversity"
"100000","protecting ecosystems that are already in good condition","Biodiversity"
"100000","nature and biodiversity conservation","Biodiversity"
"100000","nature and biodiversity conservation including achieving favourable conservation status of natural and seminatural habitats and species","Biodiversity"
"100000","nature and biodiversity conservation protecting and restoring terrestrial marine and other aquatic ecosystems","Biodiversity"
"100000","protecting and restoring terrestrial marine and other aquatic ecosystems in order to improve their condition and enhance their capacity to provide ecosystem services","Biodiversity"
"100000","sustainable land use and management including adequate protection of soil biodiversity land degradation neutrality and the remediation of contaminated sites","Biodiversity"
"100000","sustainable agricultural practices including those that contribute to enhancing biodiversity","Biodiversity"
"100000","sustainable agricultural practices including those that contribute to halting or preventing the degradation of soils and other ecosystems deforestation and habitat loss","Biodiversity"
"100000","sustainable forest management including practices and uses of forests and forest land that contribute to enhancing biodiversity","Biodiversity"
"100000","sustainable forest management including practices and uses of forests and forest land that contribute to halting or preventing degradation of ecosystems deforestation and habitat loss","Biodiversity"
"100000","average yields cereals","No map"
"100000","civil war resulted virtual collapse commercial production rural inhabitants fled reverted subsistence agricultural production","No map"
"100000","climate shocks led increase cost basic commodities maize maize flour beans sugar percent","No map"
"100000","guarantees issued odimm support msmes defined law","No map"
"100000","level nonperforming loans npls post banking crisis minimal access longterm funding preference government securities undermine ability banks finance real economy","No map"
"100000","ifrs include financial statements prepared odimm cgf template agreed bank approved odimms coordination board","No map"
"100000","increased capital scheme support additional loans easier attract additional capital donors","No map"
"100000","individual guarantee products defined sufficient credit instrument descriptions including maximum loan amount percent guarantee coverage proceeds maximum maturity rates fees borrower qualification line principle","No map"
"100000","informative data administrative procedures related business organized business activities standardized classification business activities ec nace","No map"
"100000","inspection performance indicators implemented inspections automated statistical reporting data insights","No map"
"100000","inspection procedures revised emphasize preventive advisory inspections role supporting economic recovery resilience unnecessary enforcement fines","No map"
"100000","inspection reform focused preventive advisory role inspections enforcement sanctions applied","No map"
"100000","internal audit function ssc identified weaknesses sscs accounting systems including segregation duties numerous manual entries posted ledger differences accumulated depreciation balance fixed assets register related ledger","No map"
"100000","internal audit prepares annual audit plan approved oversight committee","No map"
"100000","international evidence wage subsidies create jobs firsttime job seekers periods unemployment inactivity gain experience process build skills improve employability","No map"
"100000","assessment added dated covenant loan agreement due months project effectiveness","No map"
"100000","assessment added loan agreement dated covenant due months date project effectiveness","No map"
"100000","jordanian economy generate jobs collegeeducated workers college diplomas skills job","No map"
"100000","measures strengthened additional centralized controls pmu developed stipulated fm chapter pom","No map"
"100000","launch nep accompanied communications campaign","No map"
"100000","list qualified providers based objective qualification criteria tvsdc expert advice","No map"
"100000","list based openended call expressions qualified local regional training providers considered nep","No map"
"100000","literature ensure firms replace existing workers subsidized workers","No map"
"100000","literature targeting profiling matter skills programs wage subsidies impact jobseekers skills training makes difference terms employability jobseekers market ready skills deficit addressed shortterm training","No map"
"100000","literature almps deadweight lockin effects potential risks cost effectiveness programs","No map"
"100000","lmp prepared disclosed project effectiveness date","No map"
"100000","lmp include ohs measures relevant identified sectors provisions ohs training andor onthejob requirements","No map"
"100000","lmp esf instruments constitute key documents project beneficiaries firms training centers workers comply project implementation","No map"
"100000","loan agreement require submission annual audited project financial statements months yearend","No map"
"100000","low level quality job creation private sector explained firm dynamics limited entry growth firms driven productive firms firms exiting productive resulting productive structure dominated smallmicro lowproductivity firms employing half private sector workers including thirds informal workers","No map"
"100000","cost external audit financed loan proceeds","No map"
"100000","country continues paho stakeholders address gaps lacking ultracold chain equipment bank funding address budgetary shortfalls intensify outreach communication efforts table","No map"
"100000","country multiethnic mestizoshispanics forming populous percent creoles percent mayas percent garifuna percent","No map"
"100000","country ranks poorly rapid response capacity epidemics sufficiency robustness health system treat sick protect health workers","No map"
"100000","covax facility nofault compensation scheme amc countries risk mitigation strategy","No map"
"100000","covid country preparedness response plan guided countrys response covid coordinated multisectoral national covid task force","No map"
"100000","covid pandemic massive global impact continues spread","No map"
"100000","current vip implementation communication strategies","No map"
"100000","direct project beneficiaries belize inhabitants primary vaccination covid financed ibrd loan page belize covid response project persons aged children aged table","No map"
"100000","disbursement deadline months project closing date loan agreement","No map"
"100000","draft escp sep disclosed mohws website prior consultations december government belize press office february banks website january","No map"
"100000","draft sep developed project adopted mohw takes account related efforts outlining systematic approach stakeholder engagement project implementation","No map"
"100000","draft stakeholder engagement plan sep developed project outlines systematic approach stakeholder engagement builds heavily ce dimensions vip related communication plans","No map"
"100000","economic rationale investing mpa interventions strong success reduce economic burden suffered individuals countries","No map"
"100000","economic rationale investment covid vaccine strong massive continuing health economic losses due pandemic","No map"
"100000","economic recovery expected slow","No map"
"100000","emergence covid variants potential future outbreaks potentially institute additional lock periods impact countrys economy","No map"
"100000","audit provide opinion financial statements include opinions internal control frameworks compliance loan grant covenants related regulations","No map"
"100000","audits conducted based terms reference agreed bank","No map"
"100000","bank financed central visayas regional project philippines rehabilitated hectares mangrove percent survived","Biodiversity"
"100000","bank supporting mangrove agenda indonesia","Biodiversity"
"100000","bank financed analytical relevant mangroves indonesia oceans mdtf problue slm mdtf","Biodiversity"
"100000","bank advance funds pooled account goi treasury account central bank finance eligible expenditures based sixmonth forecast","No map"
"100000","bank team plans seek extension line expected closing date project","No map"
"100000","bank continue engage highlevel policy discussions mangrove agenda","Biodiversity"
"100000","bank provide implementation support provide technical assistance conduct analytical linked project bankexecuted trust funds provided oceans mdtf","Biodiversity"
"100000","bank provide training procurement regulations step","No map"
"100000","bank review validate independent verification reports disbursing funds","No map"
"100000","beneficiary feedback loop maintained grievance redress mechanism","No map"
"100000","borrower prepare om detailing project implementation arrangements fiduciary safeguard rules technical details","No map"
"100000","budgeting arrangement grant follow existing government procedures blus","No map"
"100000","carbon profile indonesia httpswwwcarbonbrieforgthecarbonbrief profileindonesia fao food agriculture organization united nations","Climate mitigation"
"100000","carbon profile indonesia httpswwwcarbonbrieforgthecarbonbrief profileindonesia fao food agriculture organization united nations","Climate adaptation"
"100000","core activities involve cdd procurement approaches involve procurement contracts nonconsulting andor consulting services scattered selected mangrove provinces covered project","Biodiversity"
"100000","cost transactions raises costs ha lower range costs","No map"
"100000","costs iefs role fund manager covered grant funding sustainable landscape management program slmp multidonor trust fund mdtf","No map"
"100000","country home percent worlds tropical rainforests percent mangroves percent tropical peatlands store roughly billion tons carbon","Biodiversity"
"100000","cumulative impacts direct indirect environmental impacts expected positive reduction emissions erosion forms land degradation improvements conservation biodiversity positive effects mangrove ecosystems","Climate mitigation"
"100000","cumulative impacts direct indirect environmental impacts expected positive reduction emissions erosion forms land degradation improvements conservation biodiversity positive effects mangrove ecosystems","Biodiversity"
"100000","degradation loss mangroves coastal communities heavily dependent resources risk","Climate adaptation"
"100000","degradation loss mangroves coastal communities heavily dependent resources risk","Biodiversity"
"100000","designated account separate pooled account receive funds grant sources fluctuating ceilings based monthly forecast","No map"
"100000","implementation framework integral building center excellence statistics angola certification data quality principles tools methodologies derived quality framework","No map"
"100000","implementing agencies prepare quarterly unaudited interim financial reports ifrs provide reports world bank days quarter","No map"
"100000","implementing agency account project funds expenditures resources computerized accounting software basis accounting financial reporting cash basis","No map"
"100000","indicator percent increase downloads data products datasets ine compile reports supported report project relative data downloads baseline downloads document downloads beginning web project","No map"
"100000","inepiu prepare annual budgets based annual plans approved procurement plan","No map"
"100000","initial supervision focus review implementation progress agreed fm action plan","No map"
"100000","initial task activity implementation data readiness assessment developed world bank","No map"
"100000","inspectorate finance inspeco geral das finanas based ministry finance responsible internal audit functions entire government","No map"
"100000","key objective subcomponent improve quality availability data administrative records ar monitoring public programs statistical select sectors","No map"
"100000","key respondents survey include ministerial departments international organizations civil society representatives including academia ngos faithbased organizations private sector","No map"
"100000","lesson data exist developed carefully transparently accurate statistical means","No map"
"100000","longterm objective world banks support angolas statistical system increase efficiency quality statistical products activities affordable integrated public planning require external financing","No map"
"100000","longterm sustainability efforts financed project statcap depends implementation affordable models statistical production","No map"
"100000","main es risks identified project relate deployment survey enumerators field potential risks survey enumerators respondents","No map"
"100000","methodology applied productivity assessment tool ipnos implemented wb estimation","No map"
"100000","methodology applied productivity assessment tool ipnos initiative implemented world bank estimation","No map"
"100000","ministry economy planning mep publishes quarterly report relatrio de balano progress programs considered key national development plan ndp","No map"
"100000","national institute statistics ine main official provider statistics angola","No map"
"100000","increased capacity tool decrease costs reflected recent experience collection rapp suffered significant delays cost overrun million relative budget originally prepared","No map"
"100000","borrower mtr operate maintain times project implementation dgppse structure functions responsibilities acceptable bank set operational manual","No map"
"100000","buenos aires metropolitan amba constitutes percent national population generates percent argentinas gdp","No map"
"100000","calculation road safety benefits based external costs injuries fatalities exist additional automobile road increases probability road crash","No map"
"100000","calculation ghg emissions based world bank guidance note","Climate mitigation"
"100000","capital costs interventions belgrano sur line considered costbenefit analysis amount million market prices","No map"
"100000","central electrical transformer substation operational buildings tapiales","No map"
"100000","change parameter reduces projects eirr significantly percent decrease time eirr dropping percent","No map"
"100000","combined fiduciary fm procurement risk substantial","No map"
"100000","concentration minimizes risks affecting cultural heritage","No map"
"100000","contractor responsible preparation detailed engineering designs","No map"
"100000","contractor define restoration plan existing railway bridges culverts","No map"
"100000","contractors social teams responsible handling suggestions receive formal response days","No map"
"100000","cost benefit analysis estimates benefits travel time savings existing passengers passengers diverted automobiles means public transport consumer surplus users trips previously reduced vehicle operational costs automobiles buses travel time savings reduced traffic congestion road safety benefits result mode shift travel time safety benefits grade separation reductions ghg local pollutant emissions avoided costs incremental track train maintenance repair","Climate mitigation"
"100000","cost recovery ratio calculated ratio fare revenue om cost","No map"
"100000","cost savings estimated based fatalities severe injuries injuries vehiclekilometer amba quantified social costs calculated national road safety agency fatality severe injury injuries","No map"
"100000","costbenefit analysis takes account stream expected benefits horizon construction operation projects total capital costs annual om costs","No map"
"100000","costs benefits discounted rate percent base scenario feasibility assessed npv eirr benefitcost ratio","No map"
"100000","costs benefits pulido al eds urban rail development handbook world bank","No map"
"100000","costs benefits quantified assumptions assumptions adopted base scenarios capital costs amount million","No map"
"100000","costs include medical costs productivity costs human costs property costs administrative costs","No map"
"100000","costs subcomponents assessed compared costs similar projects argentina revealing estimated costs reasonable scope","No map"
"100000","country territory million square kilometers population million inhabitants highly urbanized percent total population living cities","No map"
"100000","covid outbreak hit argentina time significant macroeconomic imbalances highly uncertain economic outlook","No map"
"100000","creation adif agenda","No map"
"100000","criteria determine beneficiaries based data urban transport survey buenos aires intrupuba determines buffer zone stations maximum distance travelers travel access stations stations caba ii stations ring amba caba iii stations ring amba iv stations ring amba","No map"
"100000","data assumed constant analysis period","No map"
"100000","concurrent audit function uniform scope strengthen implementation","No map"
"100000","country double burden disease unfinished agenda related reproductive maternal newborn child adolescent health rmncah malnutrition communicable diseases ii rapidly growing prevalence chronic communicable diseases ncds","No map"
"100000","covid outbreak reemphasized urgency significant reforms improve health sector performance","No map"
"100000","covid outbreak reemphasized urgency significant reforms improve indias health sector performance","No map"
"100000","covid pandemic reversing hardwon gains illustrating collateral damage pandemic health system","No map"
"100000","covid pandemic revealed india strengthen core public health functions build robust public health system resilient shocks","No map"
"100000","cphc data systems evolving strengthen data system cohesive monitoring cphc performance","No map"
"100000","cphc redesign introduced abhwcs key step ensuring universal effective coverage","No map"
"100000","current financial reports prepared excel spreadsheets relying abovementioned records","No map"
"100000","data screening disaggregated gender maintained relevant hwc family records household","No map"
"100000","dlis program listed table","No map"
"100000","economic classification hwcs budget nhm analyzed based past trends approved pmabhim allocations detail indicative costs hwcs bphus provided guidelines purpose analysis table","No map"
"100000","ehsdp include largescale infrastructure risks land acquisition involuntary resettlement applicable program","No map"
"100000","ehsdp focuses strengthening cphc services prioritizing quality care bringing accountability reforms multiple levels contributing universal effective health coverage spending accountability results reforms","No map"
"100000","ehsdp supports gender equity operationalizing key governing principles investments women girls access health services equal manner ii transformative results measure impact women girls specifically aspirational districts","No map"
"100000","essa focuses land management aspects labor safety standards inclusionary strategies adopted","Biodiversity"
"100000","essa concluded environmental social risk ratings program moderate","Climate adaptation"
"100000","sustainable development report httpsdashboardssdgindexorgprofilesperu world bank","No map"
"100000","table wb teams implementation support plan required skill mix","No map"
"100000","technical design project program moderate","No map"
"100000","technical economic financial analysis","No map"
"100000","additional financing billion ibrdida approved october support purchase deployment vaccines strengthening related immunization health care delivery system httpsextranetintpqwebsitesdefaultfilesdocumentsstatuscovidvaxoctpdf inactivated vaccines viruses genetic material destroyed heat chemicals radiation infect cells replicate trigger immune response page peru covid vaccination project level investments short run","No map"
"100000","appointment specialists project effectiveness condition","No map"
"100000","approaches ensure information accessible translation languages including indigenous tongues addition spanish accounting illiteracy disabilities","No map"
"100000","approval envelope billion billion international development association ida billion international bank reconstruction development ibrd financing critical expand affordable equitable financing vaccine purchase deployment","No map"
"100000","required additional investments public trust demand vaccines training activities","No map"
"100000","assessment conducted december vaccine country readiness assessment tool viratvraf","No map"
"100000","audit conducted independent audit firm acceptable wb terms reference approved wb","No map"
"100000","borrower appointed piu parttime procurement specialist parttime financial management specialist qualifications experience functions acceptable bank responsibility ensuring timely suitable implementation procurement financial management project activities","No map"
"100000","borrower advance processes arrangements applicable request wbs acceptance advance contracting recognition retroactive financing parameters set loan agreement","No map"
"100000","main project beneficiaries exportready manufacturing companies growing manufacturing companies increase export readiness aim access markets scale existing andor innovate diversify expand production capacity firsttime exporters page jordan support industry development fund support expanding capacity increasing product offering accessing markets exportready companies intend export credit insurance facilitate exports womenownedmanaged manufacturing companies manufacturing companies employ share women moits benefit project components","No map"
"100000","breakdown application selection process industry upgrade export development programs","No map"
"100000","breakdown selection application process","No map"
"100000","sme definition terms employees funds programs ii medium iii","No map"
"100000","table detailed description risk","No map"
"100000","forum meet regularly hold seats percent women","No map"
"100000","fos terms reference developed moits cleared world bank team","No map"
"100000","largest manufacturing subsectors valueadded chemicals food beverages tobacco textiles clothing machinery transport equipment","No map"
"100000","fund channel targeted support industrial sector including activities linked implementation jordans export strategy industry development priorities","No map"
"100000","fund operational beneficiary firms receive access financial advisory support funds programs","No map"
"100000","fund operational beneficiary firms receive access financial pdo advisory support funds programs","No map"
"100000","fund envisaged selfsustainable institution vehicle grant support private sector integrated approach brings additionality","No map"
"100000","fund envisaged selfsustainable revolving institution vehicle grant support private sector","No map"
"100000","fund management undertaken steering committee supported fmu additional experts engaged designing programs conducting verificationassessment outcomebased incentives program","No map"
"100000","fund donor contributions","No map"
"100000","fund announce programs criteria implementing partners beneficiary smes applications process rolling basis","No map"
"100000","fund established based special bylaw","No map"
"100000","ccss manages costa ricas public health insurance system largest health care provider country","No map"
"100000","ccss prioritized personnel nsvp vaccination mandatory ccss personnel","No map"
"100000","ccss provider public health services team human resources deployed country wellbeing prioritized ccss pandemic","No map"
"100000","ccsss directorate organizational communication direccin de comunicacin organizacional dco developed information plan based nsvp objectives aimed increasing understanding importance covid vaccination stop community spread benefits risks motivating vaccination","No map"
"100000","cne implementing entity proposed project rely established project implementation unit piu carry functions financial management fm procurement disbursement environmental social es standards project activities","No map"
"100000","cne monitor evaluate progress activities supported project report progress results framework","No map"
"100000","cne prepare submit semiannual ifrs days semester","No map"
"100000","cne advantage existing internal administrative structure cne","No map"
"100000","cne existing dedicated staff structure additional tasks required support activities","No map"
"100000","cne ccss ministry health moh public institutions nongovernmental organizations represented emergency operations center meet periodically coordinate","No map"
"100000","combination political stability solid social contract steady growth resulted country lowest poverty rates latin america caribbean lac region proportion population incomes purchasing power parity decreased percent increased percent","No map"
"100000","coordination flow cne ccss detailed pom outline responsibilities institution technical operational roles piu cne","No map"
"100000","country agreed purchase total million vaccine doses secured million doses donations calendar","No map"
"100000","country initially managed pandemic peak december waves september costa rica threatened rapid spread variants","No map"
"100000","survey update labor market monitoring indicators disaggregated sex evaluate public policies close gender gaps cut youth unemployment reduce informality","No map"
"100000","objective develop public viewer access information viewer roles user credentials access specialized audiences viewer information cube access data warehouse ecosystem officials inec power bi","No map"
"100000","objective communication strategy promote statistical culture information support evidencebased policy approach","No map"
